ProjectName,Street,City,State,Zipcode,full_address,CertLevel,CertDate,LEEDSystemVersionDisplayName,GrossFloorArea,ProjectTypes,OwnerOrganization
12 Warren Street,12 Warren St.,New York,NY,10007,"12 Warren St., New York, NY 10007",,,LEED-NC v2009,50376.0,Multi-Family Residential: Condominium,DDG
Medidata 350 Hudson,350 Hudson Street,New York,NY,10014,"350 Hudson Street, New York, NY 10014",Gold,2014-11-10 00:00:00,LEED-CI v2009,65377.0,Office: Administrative/Professional,Medidata
133 Greenwich St Marriott,133 Greenwich St,New York,NY,10006,"133 Greenwich St, New York, NY 10006",Silver,2017-11-08 00:00:00,LEED-NC v2009,148229.0,"Lodging: Hotel/Motel/Resort, Full Service",Union Investment Real Estate GmbH
Grace Building RECERTIFICATION,1114 Avenue Of The Americas,New York,NY,10036,"1114 Avenue Of The Americas, New York, NY 10036",,,LEED-EB:OM v2009,1537287.0,Office: Administrative/Professional,1114 6th Avenue Company LLC
485 Madison Ave LLC,485 Madison Ave,New York,NY,10022,"485 Madison Ave, New York, NY 10022",Silver,2014-03-10 00:00:00,LEED-EB:OM v2009,263067.0,Office: Mixed-Use,485 Madison Ave LLC
Knoll New York Retail,1330 Sixth Avenue,New York,NY,10019,"1330 Sixth Avenue, New York, NY 10019",Silver,2014-07-14 00:00:00,LEED-CI Retail v2009,1386.0,Retail: Other Retail,Knoll Inc.
The Art Students League of New York,215 West 57th Street,New York,NY,10019,"215 West 57th Street, New York, NY 10019",,,LEED-EB:OM v2009,33479.0,Core Learning Space: Other classroom education,The Art Students League Of New York
XL Global,1 World Financial Center,New York,NY,10281-1003,"1 World Financial Center, New York, NY 10281-1003",Silver,2015-09-03 00:00:00,LEED-CI v2009,26410.0,Office: Administrative/Professional,XL Global
LinkedIn-ESB 23,350 5th Avenue,New York,NY,10118,"350 5th Avenue, New York, NY 10118",Gold,2014-02-11 00:00:00,LEED-CI v2009,29770.0,Office: Administrative/Professional,LinkedIn
Brown Institute for Media Innovation,2950 Broadway,New York,NY,10027,"2950 Broadway, New York, NY 10027",Gold,2015-12-22 00:00:00,LEED-CI v2009,4033.0,Core Learning Space: College/University,Columbia University
285 Madison Avenue,285 Madison Avenue,New York,NY,10016,"285 Madison Avenue, New York, NY 10016",Gold,2016-11-30 00:00:00,LEED-CS v2009,436295.0,Office: Administrative/Professional,285 Madison Owner LLC
TD Bank - New York NY - 57th and 3rd Ave,953 Third Avenue,New York,NY,10022,"953 Third Avenue, New York, NY 10022",Gold,2013-11-06 00:00:00,LEED-CI Retail v2009,3902.0,Retail: Bank Branch,TD Bank
325 West Broadway,325 West Broadway,New York,NY,10013,"325 West Broadway, New York, NY 10013",,,LEED-NC v2009,66179.0,Multi-Family Residential: Condominium,Is DDG / WH 325 West Broadway LLC
Cambria Hotel - New York Times Square,30 West 46th Street,New York,NY,10036,"30 West 46th Street, New York, NY 10036",Certified,2018-08-28 00:00:00,LEED-NC v2009,81140.0,"Lodging: Hotel/Motel/Resort, Limited Service",Concord Hospitality Enterprises Company
NYU - 55 E 10th St - Brittany Hall,55 East 10th Street,New York,NY,10003,"55 East 10th Street, New York, NY 10003",Silver,2018-03-20 00:00:00,LEED-NC v2009,144908.0,Lodging: Dormitory,NYU Office Of Construction Management
551 West 21 Street,551 West 21 Street,New York,NY,10011,"551 West 21 Street, New York, NY 10011",,,LEED-NC v2009,198441.0,Multi-Family Residential: Condominium,551 West 21st Street Owner LLC
LF USA: Floor 5- Empire State Building,350 Fifth Avenue,New York,NY,10118,"350 Fifth Avenue, New York, NY 10118",Gold,2014-02-26 00:00:00,LEED-CI v2009,70346.0,Office: Administrative/Professional,LF USA
21W20,21 West 20th Street,New York,NY,10011,"21 West 20th Street, New York, NY 10011",Certified,2017-07-11 00:00:00,LEED-NC v2009,36471.0,Multi-Family Residential: Condominium,"19 West 20th Street Realty, LLC"
92nd Street Residences,205 East 92nd Street,New York,NY,10128,"205 East 92nd Street, New York, NY 10128",Silver,2017-01-13 00:00:00,LEED-NC v2009,371080.0,Multi-Family Residential: Apartment,Related Companies
5 Beekman Street,5 Beekman Street,New York,NY,10038,"5 Beekman Street, New York, NY 10038",Certified,2021-05-12 00:00:00,LEED-NC v2009,350000.0,"Lodging: Hotel/Motel/Resort, Full Service",5 Beekman Property Owner LLC
Citi 601 Lexington 15th Floor,601 Lexington,New York,NY,10022,"601 Lexington, New York, NY 10022",Gold,2013-12-13 00:00:00,LEED-CI v2009,21365.0,Office: Financial,Citi
David H. Koch Center for Cancer Care,523 East 74th Street,New York,NY,10021,"523 East 74th Street, New York, NY 10021",Gold,2020-03-06 00:00:00,LEED-HC v2009,712178.0,Healthcare: Outpatient Office (Diagnostic),Memorial Sloan-Kettering Cancer Center
TD Ameritrade 100 Broadway NYC,100 Broadway,New York,NY,10005,"100 Broadway, New York, NY 10005",Gold,2013-12-23 00:00:00,LEED-CI v2009,4395.0,Retail: Other Retail,TD Ameritrade
635 6th Avenue,635 6th Avenue,New York,NY,10011,"635 6th Avenue, New York, NY 10011",Silver,2015-09-10 00:00:00,LEED-CS v2009,86265.0,Office: Administrative/Professional,SL Green
535 Madison Avenue - Profile Not in Use,535 Madison Avenue,New York,NY,10022,"535 Madison Avenue, New York, NY 10022",Gold,2017-04-10 00:00:00,LEED-EB:OM v2009,473329.0, ,Park Tower Group
450 Lexington Avenue EBOM,450 Lexington Ave.,New York,NY,10016,"450 Lexington Ave., New York, NY 10016",,,LEED-EB:OM v2009,858910.0, ,RXR Realty
77 E 110th St,77 E 110th St,New York,NY,10029,"77 E 110th St, New York, NY 10029",Silver,2018-06-25 00:00:00,LEED-NC v2009,27019.0,Multifamily Residential: Condominium,Mehta Real Estate
The Buckley School - Walsh Building,113 EAST 73RD STREET,New York,NY,10021,"113 EAST 73RD STREET, New York, NY 10021",,,LEED FOR SCHOOLS v2009,51082.0,"Core Learning Space: K-12, Elementary/Middle School",The Buckley School
The Buckley School - Arts and Sciences,112-114 EAST 73RD STREET,New York,NY,10021,"112-114 EAST 73RD STREET, New York, NY 10021",Silver,2017-01-12 00:00:00,LEED FOR SCHOOLS v2009,15038.0,Core Learning Space: K-12 Elementary/Middle School,The Buckley School
15 Hudson Yards,355 10th Ave / TBD,New York,NY,10001,"355 10th Ave / TBD, New York, NY 10001",Gold,2020-01-28 00:00:00,LEED-NC v2009,845182.0,Multi-Family Residential: Condominium,"ERY Tenant, LLC"
AJC,165 E 56th St,New York,NY,10022,"165 E 56th St, New York, NY 10022",Gold,2016-04-20 00:00:00,LEED-EB:OM v2009,69598.0,Office: Administrative/Professional,American Jewish Committee
LF USA: Floor 4- Empire State Building,350 Fifth Avenue,New York,NY,10118,"350 Fifth Avenue, New York, NY 10118",Gold,2014-02-26 00:00:00,LEED-CI v2009,71354.0,Office: Administrative/Professional,LF USA
237 Park EBOM,237 Park Ave.,New York,NY,10017,"237 Park Ave., New York, NY 10017",,,LEED-EB:OM v2009,1127000.0,Office: Administrative/Professional,RXR Realty
75 Rockefeller Plaza,75 Rockefeller Plaza,New York,NY,10020,"75 Rockefeller Plaza, New York, NY 10020",Gold,2018-03-14 00:00:00,LEED-CS v2009,616778.0,Office: Administrative/Professional,RXR Realty
The New York EDITION,5 Madison Avenue,New York,NY,10010,"5 Madison Avenue, New York, NY 10010",Certified,2016-08-08 00:00:00,LEED-NC v2009,254787.0,"Lodging: Hotel/Motel/Resort, Full Service","Marriott International, Inc."
TD Ameritrade 430 Park Avenue NYC,430 Park Avenue,New York,NY,10022,"430 Park Avenue, New York, NY 10022",Gold,2014-02-20 00:00:00,LEED-CI v2009,4480.0,Retail: Other Retail,TD Ameritrade
114 5th Avenue,114 5th Avenue,New York,NY,10003,"114 5th Avenue, New York, NY 10003",Gold,2015-09-22 00:00:00,LEED-CS v2009,268000.0,Office: Administrative/Professional,L & L Holding Co LLC
Whole Foods Market Upper East Side,1551 3rd Ave,New York,NY,10128,"1551 3rd Ave, New York, NY 10128",,,LEED-CI Retail v2009,36768.0,Retail: Grocery Store/Food Market,Whole Foods Market
110 East 59th,110 E 59th Street,New York,NY,10022,"110 E 59th Street, New York, NY 10022",,,LEED-EB:OM v2009,563530.0,Office: Mixed Use,Jack Resnick & Sons
Taystee Bakery Building,461 West 125th Street,New York,NY,10027,"461 West 125th Street, New York, NY 10027",Silver,2022-08-22 00:00:00,LEED-CS v2009,303003.0,Office: Mixed-Use,TSTY Owner LLC
RAB Lighting Showroom,535 W 24th Street,New York,NY,10001,"535 W 24th Street, New York, NY 10001",,,LEED-CI Retail v2009,5357.0,Retail: Other Retail,"RAB Lighting, Inc"
408 W 58th Street,408 W 58th Street,New York,NY,10023,"408 W 58th Street, New York, NY 10023",,,LEED-NC v2009,8165.0,Multi-Family Residential: Apartment,Claremont Hotel Inc.
UN Women Suite 410 Renovation,220 East 42nd Street,New York,NY,10017,"220 East 42nd Street, New York, NY 10017",Certified,2018-01-29 00:00:00,LEED-CI v2009,6344.0,Office: Administrative/Professional,UN Women
230 Park Avenue Second Recertificaton,230 Park Avenue,New York,NY,10169,"230 Park Avenue, New York, NY 10169",Gold,2017-07-20 00:00:00,LEED-EB:OM v2009,1294808.0,Office: Mixed-Use,Monday Properties
